id,created_at,text
447039587874246660,Fri Mar 21 15:58:38 +0000 2014,RT @Derriford_Hosp @Apprenticeships Some of our #apprentices came along to a CEO breakfast with @AnnJamesNHS #inspire http://t.co/E4Xgyg5vpD
446942419050045440,Fri Mar 21 09:32:31 +0000 2014,#Supplychain Excellence Category is now open.  Are you the best all-round ambassador for competitive #mfg in the UK?  #TMAwards2014 #UKmfg
446941776893730800,Fri Mar 21 09:29:58 +0000 2014,RT @TheManufacturer: #UKmfg Leadership and #Strategy Category is open folks! We want the best all-round ambassador for competitive #mfg in …
446938348087955460,Fri Mar 21 09:16:20 +0000 2014,Congrats: 2014 #Apprenticeship #Awards awarded Sassi: Small Employer of the Year Award! http://t.co/OVRc4yeKBn http://t.co/rVBCQJp2ZI
446332868332384260,Wed Mar 19 17:10:22 +0000 2014,RT @jegpozzi: The manufacturing sector reacts to @George_Osborne's #Budget2014 to @TheManufacturer http://t.co/dpa36UcnKV
445908741343690750,Tue Mar 18 13:05:03 +0000 2014,RT @TheManufacturer: Don't forget our #TMAwards2014. Entries accepted from 20th March. Showcase your achievements! #UKmfg Stay tuned for ne…
445858756065525760,Tue Mar 18 09:46:25 +0000 2014,RT @RSykesISS: Visit @Apprenticemaker - the new national network bringing together apprentice employers: http://t.co/9izkTYCW3p
445858607981420540,Tue Mar 18 09:45:50 +0000 2014,RT @techUK: Our @techUKCEO will judge the 'Digital innovation in public services' category @Nominet Internet Awards 2014 http://t.co/ZlaQEM…
445851933509976060,Tue Mar 18 09:19:19 +0000 2014,RT @ROKAutomationUK: White Paper Download: Proving the Value of #Safety in the #Automation Industry #SAB.  http://t.co/KwY3DjrI5m
443673497043496960,Wed Mar 12 09:02:59 +0000 2014,RT @TheManufacturer: #UKmfg 's long slump is changing for the better! CityAM's .@allisterheath says important trend is end of sectoral decl…
443319726463549440,Tue Mar 11 09:37:13 +0000 2014,RT @TheManufacturer: Future Factory Series presents: #SupplyChain UK on 29/04/14 at Ambassador Hotel London http://t.co/7XugysD0aP
443319200313278460,Tue Mar 11 09:35:08 +0000 2014,RT @TheManufacturer: Coming up: The Manufacturer's Future Factory Series presents: #SupplyChain UK on 29/04/14 at Ambassador Hotel London h…
441543526728605700,Thu Mar 06 11:59:14 +0000 2014,RT @TheManufacturer: Retweeted 13 times : The Manufacturer of the Year Awards 2014 launches at the House of Commons sponsored by .@margotja…
441196605148889100,Wed Mar 05 13:00:42 +0000 2014,RT @TheManufacturer: Is the #Cityoflondon failing #manufacturing #UKmfg - B.I.S.S Research http://t.co/w1LEevRPhs
440884379888656400,Tue Mar 04 16:20:02 +0000 2014,RT @GetRhysWilliams: Thank you @OwenSmithMP @WayneDavidMP and @ChrisBryantMP for supporting GE Aviation Wales @TheManufacturer 2014 awards …
440809612724666400,Tue Mar 04 11:22:56 +0000 2014,RT @EAL_Awards: Looking forward to tonight's #ShiningStars2014 Awards tonight with @PeraTraining and good luck to all those nominated! #naw…
440807248001261600,Tue Mar 04 11:13:32 +0000 2014,RT @EAL_Awards: RT @bispressoffice: .@matthancockmp taking part in debate with apprentices at QA Apprenticeships event #NAW2014 http://t.co…
440804230547660800,Tue Mar 04 11:01:32 +0000 2014,RT @Apprenticemaker: National Apprenticeship Week – Half of all firms to hire apprentices by 2019 http://t.co/j1FWExxuS5 via @TheInfoDaily
440803170558943200,Tue Mar 04 10:57:20 +0000 2014,RT @JasonMcCartney: Manufacturing is coming home! Great buzz at the launch of @TMAwardsUK #TMAwards2014 at the start of #ApprenticeshipWeek…
440800064626516000,Tue Mar 04 10:44:59 +0000 2014,RT @apprentice_life: #info @AELPUK represents providers in England delivering apprenticeships, skills &amp; employability programmes  Bristol h…
440547621481222140,Mon Mar 03 18:01:52 +0000 2014,RT @Tim_R_Brown: Thanks to Minister for Business, Michael Fallon, for helping launch @TMAwardsUK 2014. #UKmfg @Conservatives http://t.co/QD…
440546088261783550,Mon Mar 03 17:55:47 +0000 2014,RT @TheManufacturer: @MBDA_BAC13 Apprentices out in force for the launch of @TMAwardsUK #TMAwards2014 #UKmfg #NAW2014 #ApprenticeshipWeek h…
440479811732258800,Mon Mar 03 13:32:25 +0000 2014,RT @Apprenticeships: National Apprenticeship Week 2014 is here! With over 1000 events taking place it’s going to be a GREAT week! #NAW2014
440421613298020350,Mon Mar 03 09:41:09 +0000 2014,RT @KUKARoboticsUK: Congratulations to Alfonso Cuaron on winning the Best Director award for Gravity! Proud to have played a part! http://t…
440412786641084400,Mon Mar 03 09:06:05 +0000 2014,RT @TelespazioVEGA: #Apprentices to be invited to sign up for elite #space #engineering training http://t.co/c0Mhklq2Yc via @BBCNews
440411418060275700,Mon Mar 03 09:00:39 +0000 2014,Can't wait! House of Commons evening launch for #TMAwards2014. Deadline for submitting completed entries will be Thurs 31/07/2014. #ukmfg
440406288674332700,Mon Mar 03 08:40:16 +0000 2014,RT @simonedmondsTSB: Looking forward to the launch of the @TheManufacturer Manufacturer of the Year 2014 Launch at the Houses of Parliament…
440406243744952300,Mon Mar 03 08:40:05 +0000 2014,RT @TheManufacturer: The Manufacturer of the Year Awards 2014 launches at the House of Commons this evening  sponsored by @margotjamesmp #U…
439440251677712400,Fri Feb 28 16:41:35 +0000 2014,Congrats @SovexSystems winning Manufacturing Innovation award at insider #MadeInTheNorthWest awards #TMAwards2014
439424466117214200,Fri Feb 28 15:38:51 +0000 2014,Congrats #JLR winning Apprenticeship/Training Scheme award at @insidernwest #MadeInTheNorthWest awards #ukmfg #TMAwards2014
439424183135924200,Fri Feb 28 15:37:44 +0000 2014,Congrats to @Q_Brands #GJDistillers winning Food and Drink award at @insidernwest #MadeInTheNorthWest awards #ukmfg #TMAwards2014
439405106170445800,Fri Feb 28 14:21:55 +0000 2014,RT @TM_DForum: Friday Fact: Average wage in #manufacturing is 15% higher than the average for the whole #economy http://t.co/gdafVvsCfT #uk…
439380940104929300,Fri Feb 28 12:45:54 +0000 2014,RT .@TheManufacturer: Incredible Friday story! World's longest aircraft is unveiled in UK http://t.co/JTFHuU5NIX #ukmfg  #HybridAirVehicle
439372718728052740,Fri Feb 28 12:13:13 +0000 2014,RT @jegpozzi: Also, @matthancockmp to be present at next week's Apprentice Debate in London http://t.co/RXskV0Rn2m part of #NAW2014
439371871222759400,Fri Feb 28 12:09:51 +0000 2014,RT @EAL_Awards: RT @themanufacturer: Join in! UK’s biggest #apprentice debate to take place in London. #Skills http://t.co/Mjeo8yat0i
439361868634021900,Fri Feb 28 11:30:07 +0000 2014,RT @FasciaGraphics: Merkel calls for Britain to remain "strong" within the EU #ukmfg via @TheManufacturer http://t.co/CcAetNH1F1
438994419724091400,Thu Feb 27 11:10:00 +0000 2014,RT @madeinthemids: We're delighted that BBC Midlands Today is dedicating their entire 6.30pm news output to product 'Made in the Midlands' …
438283776767299600,Tue Feb 25 12:06:09 +0000 2014,RT @KMFmetal: @TheManufacturer Future Workforce interesting fact from speaker George Edwards 2128 students chose engineering GCSE whilst 18…
438259063772966900,Tue Feb 25 10:27:57 +0000 2014,RT @DavidJAbrahams: @TheManufacturer @Rittal_Ltd automate2014 Neil Lewin at Festo Great insight into people types! Great regional accents! …
438254831007199200,Tue Feb 25 10:11:08 +0000 2014,RT @mfolkerson: Bob Lloyd from BARA busting myths: Automation actually = MORE jobs, advantages &gt; disadvantages, and more. @TheManufacturer …
437888250091687940,Mon Feb 24 09:54:29 +0000 2014,RT @peratraining: VM talk about how their #Apprenticeship  #Traineeship scheme has been a success #TMAwards2014 http://t.co/cZkpUKe3FL
436497836335976450,Thu Feb 20 13:49:28 +0000 2014,RT @TheManufacturer: How to Recruit &amp; Fill Today's Manufacturing Jobs | Industry Market Trends: #TMSkills2014 #UKmfg http://t.co/JO4Qx2zmTo
436477932752498700,Thu Feb 20 12:30:23 +0000 2014,RT @SelexES: 3 weeks until #bigbangfair #50daycountdown. Our #apprentices are getting ready to share their #STEM experiences #TMAwards2014
436471350195421200,Thu Feb 20 12:04:13 +0000 2014,Thanks for RTs @GrahamB99 @lexicraftltd @Bgjohnston #TMAwards2014 #apprenticeship
436468971815313400,Thu Feb 20 11:54:46 +0000 2014,Apprenticeship Vacancies increase by a quarter year on year - #Apprenticeships #TMAwards2014 http://t.co/onr64hJtwN
436463223504896000,Thu Feb 20 11:31:56 +0000 2014,RT @B4Magazine: Award Categories for the 2014 @OxBizAwards The @OxonApprentice Apprenticeship of the Year Award Good Luck! #TMaward2014
408661860075204600,Thu Dec 05 18:19:14 +0000 2013,RT @TheManufacturer: Big thanks #TMAwards2013 sponsors early #ff @RBSGroup @Zurich @EpicorUK @ToyotaEquipment @SiemensUKNews @gappersonnel …
408661834565435400,Thu Dec 05 18:19:08 +0000 2013,RT @TheManufacturer: And big thanks #TMAwards2013 sponsors @EPSRC, improvement specialists Newton, R&amp;D experts The ERA Foundation, &amp; Automa…
408661818551578600,Thu Dec 05 18:19:04 +0000 2013,RT @TheManufacturer: #TMAwards2013 Press Release available: http://t.co/cSeJOIQIUG &amp; http://t.co/xQlFqgDBkF @Dwarfio @RBS_PressOffice @Rich…
408661801149407200,Thu Dec 05 18:19:00 +0000 2013,RT @TheManufacturer: GE Aviation Wales soars to new heights at The Manufacturer of the Year Awards. @GEAviation #TMAwards2013 @TMAwardsUK h…
408406991246094340,Thu Dec 05 01:26:29 +0000 2013,Still in full spirits at #TMAwards2013 !!!! http://t.co/SMPharH0kK
408402373372293100,Thu Dec 05 01:08:08 +0000 2013,@mattbenn87 you're on!
408384715125575700,Wed Dec 04 23:57:58 +0000 2013,#TMAwards2013 in full swing!! http://t.co/ztLg5oTkaX
408383583381110800,Wed Dec 04 23:53:28 +0000 2013,@mattbenn87 on it!
408381538326577150,Wed Dec 04 23:45:20 +0000 2013,RT @Vickyemmamurphy: @GetRhysWilliams @TMAwardsUK @GEAviation wow! Well done...that's something our site can aspire to! Awesome inspring wo…
408381504017166340,Wed Dec 04 23:45:12 +0000 2013,RT @CraigRogers1976: @TMAwardsUK Great Night! Great People! Go Boss Win!!! #TMAwards2013
408325106197602300,Wed Dec 04 20:01:06 +0000 2013,Richard Noble of Bloodhound SSC takes the sage at #TMAwards2013 http://t.co/a7NHmojdlN
408189404688433150,Wed Dec 04 11:01:52 +0000 2013,RT @EpicorUK: Lets hope this year's winner of @TMAwardsUK #YMOTY awards is as successful as Sean Gallagher http://t.co/6tOPOSJmIc
407955739408609300,Tue Dec 03 19:33:22 +0000 2013,RT @Monarch_MAEL: We can't wait until Wednesday for the @TMAwardsUK as we've been shortlisted for two categories! #veryexcited #mro
405464905756577800,Tue Nov 26 22:35:41 +0000 2013,RT @GreeneTweed: Countdown begins! RT @minii04 : One week until @TMAwardsUK very excited! @GreeneTweed @EpicorUK #manufacturing #TMAwards20…
405464836777050100,Tue Nov 26 22:35:24 +0000 2013,RT @Diametrictech: Not long until the @tmawardsuk on Dec 4. See all the shortlisted firms (inc us!) here http://t.co/SHQCP2KoxR @TheManufac…
402866012262907900,Tue Nov 19 18:28:36 +0000 2013,A little over two weeks to go until this year's #TMAwards2013 ceremony! Will we be seeing you there?
402865640224333800,Tue Nov 19 18:27:08 +0000 2013,RT @Diametrictech: Very proud to have been shortlisted for a prestigious @tmawardsuk by @TheManufacturer - fingers crossed for Dec 4! http:…
402860378268651500,Tue Nov 19 18:06:13 +0000 2013,RT @neillloyd1974: Looking forward to the @TMAwardsUK in #Birmingham #ukmfg at its best
402860013196427260,Tue Nov 19 18:04:46 +0000 2013,RT @gappersonnel: 15 days until @TMAwardsUK which we are delighted to be sponsoring - check out the nominees at http://t.co/wHdshK4KjZ http…
395229449504829440,Tue Oct 29 16:43:38 +0000 2013,The #TMAwards2013 ceremony is just over 5 weeks away! If you haven't already, now is the time to book your table! http://t.co/y7NCnyuPlm
390372792124051460,Wed Oct 16 07:05:01 +0000 2013,RT @TheManufacturer: Take part in this year’s most important manufacturing research: All you need to do is complete at least one of... http…
388304570012536800,Thu Oct 10 14:06:38 +0000 2013,Brendan Hindle, WCM judge eyes up the production line of Hotel Chocolat http://t.co/KlduSwosEA
388302606411395100,Thu Oct 10 13:58:50 +0000 2013,Caterpillar third site assessment visit for WCM Award, familiarisation tour before deep dive! http://t.co/d3bt4cKkN2
388301165445660700,Thu Oct 10 13:53:06 +0000 2013,Colin Larkin Plant Manager, CNH ends 3-day site visits of 6 finalists WCM award category "fantastic entries!" http://t.co/1896qFtlZ1
388207073802321900,Thu Oct 10 07:39:13 +0000 2013,Initial investigation before go look and see at Milliken during World Class Manufacturing assent visit.
387937265214705660,Wed Oct 09 13:47:06 +0000 2013,World Class Manufacturing judges on yesterdays Caterpillar assessment visit, all aboard! http://t.co/kYlKZzGHkT
387128508486385660,Mon Oct 07 08:13:23 +0000 2013,World Class Manufacturing Judging Team on first assessment visit at accolade wines http://t.co/uaV5f2wfSP
385410273936670700,Wed Oct 02 14:25:44 +0000 2013,Over 80 judging sessions, 27 judges and 50 of the best large and small UK manufacturers prepare for tomorrow's judging day!
384649714701852700,Mon Sep 30 12:03:33 +0000 2013,RT @TM_DavidFarrow: Presentations being polished, nerves starting to jangle, judging day on 3 October @TMAwardsUK Good luck to all short li…
382908911839227900,Wed Sep 25 16:46:13 +0000 2013,RT @gappersonnel: @TMawardsUK can we get a RT for our directors doing #gap3peaks this wkend raising money for @beinghere4brook http://t.co/…
380683808263385100,Thu Sep 19 13:24:27 +0000 2013,RT @Tim_R_Brown: The best of British manufacturing have been shortlisted for the #TMawards2013 http://t.co/TDD7A3KUAq #ukmfg
380627399030743040,Thu Sep 19 09:40:18 +0000 2013,RT @infinibottle: We've been shortlisted for the ‘Innovation &amp; Design Award’ at the Manufacturer of the Year Awards! #Innovate #TMAwards201…
379978071958229000,Tue Sep 17 14:40:06 +0000 2013,RT @NISLimited: Very pleased to annouce we have been shortlisted in the Leadership &amp; Strategy category at this years #TMAwards2013 well don…
378875309728469000,Sat Sep 14 13:38:07 +0000 2013,RT @ParvaluxMotors: Great to see that a diverse range of companies have been shortlisted for The Manufacturer of the Year Awards 2013. http…
378467305853689860,Fri Sep 13 10:36:51 +0000 2013,Massive congrats to all the people/companies shortlisted and a huge thank you to everyone who took the time to submit an entry #TMAwards2013
378457706807300100,Fri Sep 13 09:58:43 +0000 2013,If you missed it earlier we have revealed our 2013 finalists, see who's on the list here http://t.co/imLUrNEuoq
378186770883424260,Thu Sep 12 16:02:07 +0000 2013,RT @Totalpost: Hurrah, we've just heard we're shortlisted for the @TheManufacturer SME Manufacturer of the Year Award. We're really pleased…
378184717037629440,Thu Sep 12 15:53:57 +0000 2013,@GreeneTweed @EdwardKolb @minii04 Huge congrats to you both! Best of luck for the finals!
378182828602576900,Thu Sep 12 15:46:27 +0000 2013,@NewburghEng Congrats! :-)
378180216541048800,Thu Sep 12 15:36:04 +0000 2013,RT @GreeneTweed: Thrilled to make the list TWICE for Young Manufacturer of the Year! Congrats Jaymini Mistry &amp; Edward Kolb! @EdwardKolb @mi…
378180184865660900,Thu Sep 12 15:35:57 +0000 2013,RT @NewburghEng: Thrilled to be shortlisted for SME Manufacturer of the Year! Thanks @TMAwardsUK - we look forward to judging day!
378180147548930050,Thu Sep 12 15:35:48 +0000 2013,RT @DuoUK: Yes!! So proud to announce we've been nominated for the Manufacturing in Action Award @TMAwardsUK #TMAwards2013
378171058471182340,Thu Sep 12 14:59:41 +0000 2013,IT'S HERE!!! *insert dramatic music* The shortlist for #TMAwards2013 is revealed!! To view, visit http://t.co/y7NCnyuPlm Are you on it?
378136038620667900,Thu Sep 12 12:40:31 +0000 2013,@NewburghEng Not long to go before the big reveal! Fingers crossed!
378134726441041900,Thu Sep 12 12:35:18 +0000 2013,RT @NewburghEng: @TMAwardsUK we hope to make  your list!
378091318594924540,Thu Sep 12 09:42:49 +0000 2013,Who are you hoping to see on the list?
